level_0,old_index,State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s),description,publishedDate,categories,cluster,pca1,pca2,pca3
951,1341,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"McBride, Sarah","Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",,,,"Before speaking at a national political convention about her experiences as a transgender person, the author struggled with the decision to come out - not just to her family but to the students at her university, where she was serving as student body president. She'd known she was a girl from her earliest memories, but it wasn't until a Facebook post announcing her truth went viral that she realized the impact her story could have on the country. Four years later, the author was one of the nation's most prominent transgender activists, walking the halls of the White House, advocating inclusive legislation, and addressing the country in the midst of a heated presidential election. She had also found her first love and future husband, a trans man and fellow activist, who complemented her in every way ... until cancer tragically intervened. This book is the author's story of love and loss and an account of the LGBTQ community's battle for equal rights.--adapted from dust jacket.",2018,biography & autobiography,4,0.037359353,5.8424954,-0.56334734
952,1343,Texas,North East,Administrator,December 2021,Banned from Libraries,"McCoy, Kathy",The Teenage Body Book,"Wibbelsman, Charles",,,"Everything teenagers need to know about nutrition, health, fitness, emotions, and sexuality. Some teen issues are timeless: self-consciousness and uncertainty over rapidly changing bodies, tumultuous feelings, and dramatically changing lives. Many parents remember vividly their own youthful struggles. But today’s teens face challenges and possibilities that their parents never imagined: cyberbullying, pressure to sext, new attitudes about sexual orientation and gender, and medical advances that have changed teen lives. The Teenage Body Book provides a platform for teens (and their parents) to discuss dilemmas, doubts, and possibilities that face young people in the new century. Completely revised and updated for the first generation of teens to be born in the 21st century, The Teenage Body Book teaches teens how to: -Overcome body image worries and maintain a healthy weight -Make wise choices about drinking, smoking, and drugs -Deal with depression, anxiety, and stress -Avoid STDs, pregnancy and abusive relationships -Safeguard devices and reputations in cyberspace -Understand gender identity and sexual orientation",2016-08-30,family & relationships,4,1.6575614,4.703249,1.0890436
953,1344,Texas,North East,Administrator,December 2021,Banned from Libraries,"McIntosh, Kenneth",Gender Issues (Living with a Special Need),"Walker, Ida",,,"Young people with gender issues often face misunderstanding and prejudice. People think they're homosexual—or just weird. Being an adolescent is hard enough for anyone—but it's especially hard for young people who feel like they're trapped in the body of the wrong gender. In this book you will read about Kendra Campbell who was born a boy but feels like a girl. On the outside she's Kevin—but on the inside, she knows her name is Kendra. As you read Kevin-Kendra's story, you'll start to understand what gender really means. You'll find out how it feels to be trapped in a body of the wrong gender.",2015-02-03,young adult nonfiction,8,-0.37010893,2.7268918,2.3568287
954,1346,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Melleby, Nicole",In the Role of Brie Hutchens...,,,,"An own-voices LGBTQ novel from the acclaimed author of Hurricane Season, about eighth-grader Brie, who learns how to be true to herself and to her relationships with family, friends, and faith. Introducing Brie Hutchens: soap opera super fan, aspiring actor, and so-so student at her small Catholic school. Brie has big plans for eighth grade. She’s going to be the star of the school play and convince her parents to let her go to the performing arts high school. But when Brie’s mom walks in on her accidentally looking at some possibly inappropriate photos of her favorite actress, Brie panics and blurts out that she’s been chosen to crown the Mary statue during her school’s May Crowning ceremony. Brie’s mom is distracted with pride—but Brie’s in big trouble: she has not been chosen. No one has, yet. Worse, Brie has almost no chance to get the job, which always goes to a top student. Desperate to make her lie become truth, Brie turns to Kennedy, the girl everyone expects to crown Mary. But sometimes just looking at Kennedy gives Brie butterflies. Juggling her confusing feelings with the rapidly approaching May Crowning, not to mention her hilarious non-star turn in the school play, Brie navigates truth and lies, expectations and identity, and how to—finally—make her mother really see her as she is.",2020-06-30,juvenile fiction,10,-1.9003849,0.5701765,-2.3958411
955,1347,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mesrobian, Carrie",Cut Both Ways,,,,"A TOP 10 RAINBOW LIST BOOK William C. Morris YA Debut Award nominee Carrie Mesrobian delivers a “raw, sympathetic coming-of-age story [that] uncovers the messy, painful, yet vitally important process of self-discovery” (Booklist, starred review) when a high school senior comes to terms with his attraction to both his girlfriend and his male best friend. It took Will Caynes seventeen years to have his first kiss. He should be ecstatic…except that it was with his best friend, Angus, while they were both drunk and stoned. Will’s not gay, but he did sort of enjoy whatever it was he felt with Angus. Unsettled by his growing interest in Angus, Will avoids his friend and even starts dating a sophomore, Brandy. When he’s hooking up with her, he’s totally into it, so he must be straight, right? Then why does he secretly keep going back to Angus? Confusing as Will’s feelings are, they’re a welcome distraction from his complicated home life. His father has started drinking earlier each day when he should be working on never-ending house renovations. And his mom—divorced and living in a McMansion with her new husband—isn’t much help, unless she’s buying Will a bunch of stuff he doesn’t need. Between the two of them, neither feels like much of a parent—which leaves Will on his own in figuring things out with his girlfriend and best friend. He loves them both, but deciding who to be with will ultimately hurt someone. Himself, probably the most.",2015-09-01,young adult fiction,8,-2.9325452,-1.994849,3.2246366
956,1349,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mooney, Carla",Should Abortion Be Legal?,,,,"Discusses the issues regarding legal abortion in the United States, including if abortion is moral, if states have a right to place limits on abortion, and what measures can reduce the need for abortion.",2013,juvenile nonfiction,5,5.1975126,3.5357358,1.0443814
957,1352,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Moskowitz, Hannah",Marco Impossible,,,,"""Two best friends and junior high students attempt to break into the high school prom so that one of them can confess his love for the adorable bass player of the prom band""--",2013-03-19,juvenile fiction,8,-2.6543877,-0.6880152,-1.244501
958,1353,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Myracle, Lauren",Kissing Kate,,,,"Kate was lissa’s best friend. they’ve shared everything for four years. then one night at a drunken party, Kate leaned in to kiss lissa, and lissa kissed her back. And now Kate is pretending lissa doesn’t exist. Confused and alone, lissa’s left questioning everything she thought she knew about herself, and about life. but with the help of a free-spirit new friend, lissa’s beginning to find the strength to realize that sometimes falling in love with the wrong person is the only way to find your footing.",2007-04-19,young adult fiction,8,-1.93662,1.6776153,-0.8984746
959,1354,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Myracle, Lauren",Shine,,,,"When her best friend falls victim to a vicious hate crime, sixteen-year-old Cat sets out to discover the culprits in her small North Carolina town.",2012,juvenile fiction,6,-4.0132356,1.3276502,1.5122985
960,1355,Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nagle, Jeanne",Are You LGBTQ?,,,,"Lesbian Gay Bisexual Transgender Queer or Questioning. Each of these terms has an individual meaning and community around them. Through interviews with professionals as well as those in the LGBTQ community, readers can learn not only the definition of each of these words, but also what it means on a greater scale. Perfect for research or personal use, this text will provide teens with answers to many of their questions about sexuality and create a dialogue through which they can learn to accept each other and themselves.",2015-12-15,juvenile nonfiction,5,5.687476,3.104821,0.07190193
